1-benchmark,1-ags_bee_search_result,1-ags_bee_search_program,1-ags_bee_search_time,1-ags_bee_search_evaluations,1-bee_search_result,1-bee_search_program,1-bee_search_time,1-bee_search_evaluations,2-benchmark,2-ags_bee_search_result,2-ags_bee_search_program,2-ags_bee_search_time,2-ags_bee_search_evaluations,2-bee_search_result,2-bee_search_program,2-bee_search_time,2-bee_search_evaluations,3-benchmark,3-ags_bee_search_result,3-ags_bee_search_program,3-ags_bee_search_time,3-ags_bee_search_evaluations,3-bee_search_result,3-bee_search_program,3-bee_search_time,3-bee_search_evaluations,4-benchmark,4-ags_bee_search_result,4-ags_bee_search_program,4-ags_bee_search_time,4-ags_bee_search_evaluations,4-bee_search_result,4-bee_search_program,4-bee_search_time,4-bee_search_evaluations,5-benchmark,5-ags_bee_search_result,5-ags_bee_search_program,5-ags_bee_search_time,5-ags_bee_search_evaluations,5-bee_search_result,5-bee_search_program,5-bee_search_time,5-bee_search_evaluations
join-cells-with-comma.sl,Success,"concat(concat(concat(concat(concat(concat(_arg_0, "",""), "" "").replace(concat(concat(concat(_arg_0, "",""), "" ""), _arg_1), _arg_0), _arg_1), "",""), "" ""), _arg_2)",28.0,88960.0,Success,"concat(concat(concat(concat(concat(concat(_arg_0, "",""), "" "").replace(concat(concat(concat(_arg_0, "",""), "" ""), _arg_1), _arg_0), _arg_1), "",""), "" ""), _arg_2)",30.0,88960.0,join-cells-with-comma.sl,Success,"concat(concat(concat(concat(concat(concat(_arg_0, "",""), "" "").replace(concat(concat(concat(_arg_0, "",""), "" ""), _arg_1), _arg_0), _arg_1), "",""), "" ""), _arg_2)",34.0,121414.0,Success,"concat(concat(concat(concat(concat(concat(_arg_0, "",""), "" "").replace(concat(concat(concat(_arg_0, "",""), "" ""), _arg_1), _arg_0), _arg_1), "",""), "" ""), _arg_2)",36.0,121414.0,join-cells-with-comma.sl,Success,"concat(_arg_0, concat("","", concat("" "", concat(_arg_1, concat("","", concat("" "", _arg_2)).replace(concat(_arg_1, concat("","", concat("" "", _arg_2))), _arg_2)))))",24.0,29941.0,Success,"concat(_arg_0, concat("","", concat("" "", concat(_arg_1, concat("","", concat("" "", _arg_2)).replace(concat(_arg_1, concat("","", concat("" "", _arg_2))), _arg_2)))))",20.0,29941.0,join-cells-with-comma.sl,Success,"concat(concat(concat(concat(_arg_0, "",""), "" ""), _arg_1), concat("","", concat("" "", _arg_2)).replace(concat(_arg_1, concat("","", concat("" "", _arg_2))), _arg_2))",31.0,71704.0,Success,"concat(concat(concat(concat(_arg_0, "",""), "" ""), _arg_1), concat("","", concat("" "", _arg_2)).replace(concat(_arg_1, concat("","", concat("" "", _arg_2))), _arg_2))",30.0,71704.0,join-cells-with-comma.sl,Success,"concat(concat(concat(concat(concat(concat(_arg_0, "",""), "" "").replace(concat(concat(concat(_arg_0, "",""), "" ""), _arg_1), _arg_0), _arg_1), "",""), "" ""), _arg_2)",18.0,53334.0,Success,"concat(concat(concat(concat(concat(concat(_arg_0, "",""), "" "").replace(concat(concat(concat(_arg_0, "",""), "" ""), _arg_1), _arg_0), _arg_1), "",""), "" ""), _arg_2)",17.0,53334.0
join-first-and-last-name.sl,Success,"concat(concat(_arg_0, "" ""), _arg_1)",0.0,715.0,Success,"concat(concat(_arg_0, "" ""), _arg_1)",0.0,715.0,join-first-and-last-name.sl,Success,"concat(concat(_arg_0, "" ""), _arg_1)",0.0,676.0,Success,"concat(concat(_arg_0, "" ""), _arg_1)",0.0,676.0,join-first-and-last-name.sl,Success,"concat(concat(_arg_0, "" ""), _arg_1)",0.0,558.0,Success,"concat(concat(_arg_0, "" ""), _arg_1)",0.0,558.0,join-first-and-last-name.sl,Success,"concat(concat(_arg_0, "" ""), _arg_1)",0.0,775.0,Success,"concat(concat(_arg_0, "" ""), _arg_1)",0.0,775.0,join-first-and-last-name.sl,Success,"concat(concat(_arg_0, "" ""), _arg_1)",0.0,655.0,Success,"concat(concat(_arg_0, "" ""), _arg_1)",0.0,655.0
lastname.sl,Success,"name.Substr((name.IndexOf("" "") + 1),name.Length())",4.0,3144.0,Success,"name.Substr((name.IndexOf("" "") + 1),name.Length())",7.0,3144.0,lastname.sl,Success,"name.Substr((name.IndexOf("" "") + 1),name.Length())",3.0,3481.0,Success,"name.Substr((name.IndexOf("" "") + 1),name.Length())",2.0,3481.0,lastname.sl,Success,"name.Substr((name.IndexOf("" "") + 1),name.Length())",2.0,3094.0,Success,"name.Substr((name.IndexOf("" "") + 1),name.Length())",2.0,3094.0,lastname.sl,Success,"name.Substr((name.IndexOf("" "") + 1),name.Length())",4.0,3160.0,Success,"name.Substr((name.IndexOf("" "") + 1),name.Length())",3.0,3160.0,lastname.sl,Success,"name.Substr((name.IndexOf("" "") + 1),name.Length())",3.0,3424.0,Success,"name.Substr((name.IndexOf("" "") + 1),name.Length())",3.0,3424.0
most-frequently-occurring-text.sl,Success,"_arg_1.replace(_arg_1.replace(_arg_2.lower(), "" ""), _arg_0)",2.0,9466.0,Success,"_arg_1.replace(_arg_1.replace(_arg_2.lower(), "" ""), _arg_0)",2.0,9466.0,most-frequently-occurring-text.sl,Success,"(ifEqual(_arg_0,_arg_1) then _arg_0 else _arg_2)",1.0,2913.0,Success,"(ifEqual(_arg_0,_arg_1) then _arg_0 else _arg_2)",1.0,2913.0,most-frequently-occurring-text.sl,Success,"_arg_1.replace(_arg_1.replace(_arg_0.CharAt(1), "" ""), _arg_2)",2.0,5000.0,Success,"_arg_1.replace(_arg_1.replace(_arg_0.CharAt(1), "" ""), _arg_2)",2.0,5000.0,most-frequently-occurring-text.sl,Success,"_arg_1.replace(_arg_1.replace(_arg_0.CharAt(1), "" ""), _arg_2)",2.0,13868.0,Success,"_arg_1.replace(_arg_1.replace(_arg_0.CharAt(1), "" ""), _arg_2)",2.0,13868.0,most-frequently-occurring-text.sl,Success,"(ifEqual(_arg_0,_arg_1) then _arg_0 else _arg_2)",2.0,17872.0,Success,"(ifEqual(_arg_0,_arg_1) then _arg_0 else _arg_2)",2.0,17872.0
name-combine-2.sl,Success,"concat(firstname, concat("" "", concat(lastname.CharAt(0), ""."")))",3.0,4595.0,Success,"concat(firstname, concat("" "", concat(lastname.CharAt(0), ""."")))",3.0,4595.0,name-combine-2.sl,Success,"concat(firstname, concat("" "", concat(lastname.CharAt(0), ""."")))",5.0,5191.0,Success,"concat(firstname, concat("" "", concat(lastname.CharAt(0), ""."")))",5.0,5191.0,name-combine-2.sl,Success,"concat(firstname, concat("" "", concat(lastname.CharAt(0), ""."")))",4.0,4826.0,Success,"concat(firstname, concat("" "", concat(lastname.CharAt(0), ""."")))",4.0,4826.0,name-combine-2.sl,Success,"concat(firstname, concat(concat("" "", lastname.CharAt(0)), "".""))",4.0,6263.0,Success,"concat(firstname, concat(concat("" "", lastname.CharAt(0)), "".""))",4.0,6263.0,name-combine-2.sl,Success,"concat(firstname, concat(concat("" "", lastname.CharAt(0)), "".""))",3.0,6096.0,Success,"concat(firstname, concat(concat("" "", lastname.CharAt(0)), "".""))",3.0,6096.0
name-combine-3.sl,Success,"concat(concat(concat(firstname.CharAt(0), "".""), "" ""), lastname)",3.0,5358.0,Success,"concat(concat(concat(firstname.CharAt(0), "".""), "" ""), lastname)",3.0,5358.0,name-combine-3.sl,Success,"concat(concat(firstname.CharAt(0), "".""), concat("" "", lastname))",3.0,3914.0,Success,"concat(concat(firstname.CharAt(0), "".""), concat("" "", lastname))",3.0,3914.0,name-combine-3.sl,Success,"concat(concat(firstname.CharAt(0), "".""), concat("" "", lastname))",2.0,4212.0,Success,"concat(concat(firstname.CharAt(0), "".""), concat("" "", lastname))",2.0,4212.0,name-combine-3.sl,Success,"concat(concat(firstname.CharAt(0), "".""), concat("" "", lastname))",3.0,5819.0,Success,"concat(concat(firstname.CharAt(0), "".""), concat("" "", lastname))",2.0,5819.0,name-combine-3.sl,Success,"concat(concat(concat(firstname.CharAt(0), "".""), "" ""), lastname)",3.0,5743.0,Success,"concat(concat(concat(firstname.CharAt(0), "".""), "" ""), lastname)",3.0,5743.0
name-combine-4.sl,Success,"concat(lastname, concat("","", concat("" "", concat(firstname.CharAt(0), "".""))))",4.0,8128.0,Success,"concat(lastname, concat("","", concat("" "", concat(firstname.CharAt(0), "".""))))",6.0,8128.0,name-combine-4.sl,Success,"concat(lastname, concat("","", concat("" "", concat(firstname.CharAt(0), "".""))))",7.0,11759.0,Success,"concat(lastname, concat("","", concat("" "", concat(firstname.CharAt(0), "".""))))",8.0,11759.0,name-combine-4.sl,Success,"concat(lastname, concat("","", concat("" "", concat(firstname.CharAt(0), "".""))))",6.0,9003.0,Success,"concat(lastname, concat("","", concat("" "", concat(firstname.CharAt(0), "".""))))",5.0,9003.0,name-combine-4.sl,Success,"concat(concat(concat(concat(lastname, "",""), "" ""), firstname.CharAt(0)), ""."")",7.0,12352.0,Success,"concat(concat(concat(concat(lastname, "",""), "" ""), firstname.CharAt(0)), ""."")",6.0,12352.0,name-combine-4.sl,Success,"concat(lastname, concat("","", concat("" "", concat(firstname.CharAt(0), "".""))))",5.0,10069.0,Success,"concat(lastname, concat("","", concat("" "", concat(firstname.CharAt(0), "".""))))",7.0,10069.0
name-combine.sl,Success,"concat(firstname, concat("" "", lastname))",1.0,410.0,Success,"concat(firstname, concat("" "", lastname))",0.0,410.0,name-combine.sl,Success,"concat(firstname, concat("" "", lastname))",2.0,451.0,Success,"concat(firstname, concat("" "", lastname))",1.0,451.0,name-combine.sl,Success,"concat(firstname, concat("" "", lastname))",1.0,345.0,Success,"concat(firstname, concat("" "", lastname))",1.0,345.0,name-combine.sl,Success,"concat(firstname, concat("" "", lastname))",1.0,650.0,Success,"concat(firstname, concat("" "", lastname))",1.0,650.0,name-combine.sl,Success,"concat(firstname, concat("" "", lastname))",1.0,492.0,Success,"concat(firstname, concat("" "", lastname))",0.0,492.0
phone-10.sl,Success,"name.replace("" "", concat("" "", ""("")).replace(""-"", concat("")"", "" ""))",63.0,974957.0,Success,"name.replace("" "", concat("" "", ""("")).replace(""-"", concat("")"", "" ""))",62.0,974957.0,phone-10.sl,Success,"name.replace("" "", concat("" "", ""("")).replace(""-"", concat("")"", "" ""))",98.0,1852719.0,Success,"name.replace("" "", concat("" "", ""("")).replace(""-"", concat("")"", "" ""))",96.0,1852719.0,phone-10.sl,Success,"name.replace("" "", concat("" "", ""("")).replace(""-"", concat("")"", "" ""))",86.0,1678257.0,Success,"name.replace("" "", concat("" "", ""("")).replace(""-"", concat("")"", "" ""))",86.0,1678257.0,phone-10.sl,Success,"name.replace("" "", concat("" "", ""("")).replace(""-"", concat("")"", "" ""))",283.0,5578191.0,Success,"name.replace("" "", concat("" "", ""("")).replace(""-"", concat("")"", "" ""))",275.0,5578191.0,phone-10.sl,Success,"name.replace("" "", concat("" "", ""("")).replace(""-"", concat("")"", "" ""))",95.0,1851824.0,Success,"name.replace("" "", concat("" "", ""("")).replace(""-"", concat("")"", "" ""))",94.0,1851824.0
phone-1.sl,Success,"name.Substr(4,(2 + 5))",1.0,3187.0,Success,"name.Substr(4,(2 + 5))",1.0,3187.0,phone-1.sl,Success,"name.Substr(4,(2 + 5))",3.0,3364.0,Success,"name.Substr(4,(2 + 5))",4.0,3364.0,phone-1.sl,Success,"name.Substr(4,(2 + 5))",1.0,3366.0,Success,"name.Substr(4,(2 + 5))",1.0,3366.0,phone-1.sl,Success,"name.Substr(4,(0 - 4))",1.0,2757.0,Success,"name.Substr(4,(0 - 4))",1.0,2757.0,phone-1.sl,Success,"name.Substr(4,(2 + 5))",1.0,3182.0,Success,"name.Substr(4,(2 + 5))",1.0,3182.0
phone-2.sl,Success,"name.Substr((3 + 5),name.Length())",2.0,8130.0,Success,"name.Substr((3 + 5),name.Length())",2.0,8130.0,phone-2.sl,Success,"name.Substr((3 + 5),name.Length())",1.0,11971.0,Success,"name.Substr((3 + 5),name.Length())",4.0,11971.0,phone-2.sl,Success,"name.Substr((3 + 5),name.Length())",2.0,9504.0,Success,"name.Substr((3 + 5),name.Length())",2.0,9504.0,phone-2.sl,Success,"name.Substr((0 - 3),name.Length())",11.0,30441.0,Success,"name.Substr((0 - 3),name.Length())",9.0,30441.0,phone-2.sl,Success,"name.Substr((3 + 5),name.Length())",2.0,9132.0,Success,"name.Substr((3 + 5),name.Length())",3.0,9132.0
phone-3.sl,Success,"concat(""("", name.replace(""-"", concat("")"", "" "")))",3.0,10593.0,Success,"concat(""("", name.replace(""-"", concat("")"", "" "")))",5.0,10593.0,phone-3.sl,Success,"concat(""("", name.replace(""-"", concat("")"", "" "")))",3.0,16041.0,Success,"concat(""("", name.replace(""-"", concat("")"", "" "")))",4.0,16041.0,phone-3.sl,Success,"concat(""("", name.replace(""-"", concat("")"", "" "")))",5.0,25008.0,Success,"concat(""("", name.replace(""-"", concat("")"", "" "")))",5.0,25008.0,phone-3.sl,Success,"concat(""("", name.replace(""-"", concat("")"", "" "")))",4.0,13416.0,Success,"concat(""("", name.replace(""-"", concat("")"", "" "")))",3.0,13416.0,phone-3.sl,Success,"concat(""("", name.replace(""-"", concat("")"", "" "")))",4.0,21094.0,Success,"concat(""("", name.replace(""-"", concat("")"", "" "")))",4.0,21094.0
phone-4.sl,Success,"name.replace(""-"", ""."").replace(""-"", ""."")",3.0,16153.0,Success,"name.replace(""-"", ""."").replace(""-"", ""."")",4.0,16153.0,phone-4.sl,Success,"name.replace(""-"", ""."").replace(""-"", ""."")",5.0,18063.0,Success,"name.replace(""-"", ""."").replace(""-"", ""."")",5.0,18063.0,phone-4.sl,Success,"name.replace(""-"", ""."").replace(""-"", ""."")",5.0,24707.0,Success,"name.replace(""-"", ""."").replace(""-"", ""."")",5.0,24707.0,phone-4.sl,Success,"name.replace(""-"", ""."").replace(""-"", ""."")",6.0,25434.0,Success,"name.replace(""-"", ""."").replace(""-"", ""."")",6.0,25434.0,phone-4.sl,Success,"name.replace(""-"", ""."").replace(""-"", ""."")",5.0,15005.0,Success,"name.replace(""-"", ""."").replace(""-"", ""."")",5.0,15005.0
phone-5.sl,Success,"name.Substr(1,name.IndexOf("" ""))",2.0,3925.0,Success,"name.Substr(1,name.IndexOf("" ""))",3.0,3925.0,phone-5.sl,Success,"name.Substr(1,name.IndexOf("" ""))",2.0,3975.0,Success,"name.Substr(1,name.IndexOf("" ""))",1.0,3975.0,phone-5.sl,Success,"name.Substr(1,name.IndexOf("" ""))",2.0,3873.0,Success,"name.Substr(1,name.IndexOf("" ""))",1.0,3873.0,phone-5.sl,Success,"name.Substr(1,name.IndexOf("" ""))",1.0,3122.0,Success,"name.Substr(1,name.IndexOf("" ""))",1.0,3122.0,phone-5.sl,Success,"name.Substr(1,name.IndexOf("" ""))",1.0,3984.0,Success,"name.Substr(1,name.IndexOf("" ""))",1.0,3984.0
phone-6.sl,Success,"name.Substr((name.IndexOf(""-"") - 3),name.IndexOf(""-""))",20.0,160192.0,Success,"name.Substr((name.IndexOf(""-"") - 3),name.IndexOf(""-""))",20.0,160192.0,phone-6.sl,Success,"name.Substr((name.IndexOf(""-"") - 3),name.IndexOf(""-""))",20.0,172044.0,Success,"name.Substr((name.IndexOf(""-"") - 3),name.IndexOf(""-""))",19.0,172044.0,phone-6.sl,Success,"name.Substr((name.IndexOf("" "") + 1),name.IndexOf(""-""))",19.0,191053.0,Success,"name.Substr((name.IndexOf("" "") + 1),name.IndexOf(""-""))",19.0,191053.0,phone-6.sl,Success,"name.Substr((name.IndexOf(""-"") - 3),name.IndexOf(""-""))",17.0,67709.0,Success,"name.Substr((name.IndexOf(""-"") - 3),name.IndexOf(""-""))",16.0,67709.0,phone-6.sl,Success,"name.Substr((name.IndexOf(""-"") - 3),name.IndexOf(""-""))",21.0,199996.0,Success,"name.Substr((name.IndexOf(""-"") - 3),name.IndexOf(""-""))",22.0,199996.0
phone-7.sl,Success,"name.Substr((name.IndexOf(""-"") + 1),(0 - 4))",23.0,211450.0,Success,"name.Substr((name.IndexOf(""-"") + 1),(0 - 4))",24.0,211450.0,phone-7.sl,Success,"name.Substr((name.IndexOf(""-"") + 1),(0 - 4))",17.0,161119.0,Success,"name.Substr((name.IndexOf(""-"") + 1),(0 - 4))",17.0,161119.0,phone-7.sl,Success,"name.Substr((name.IndexOf("" "") + 5),(0 - 4))",25.0,277768.0,Success,"name.Substr((name.IndexOf("" "") + 5),(0 - 4))",23.0,277768.0,phone-7.sl,Success,"name.Substr((name.IndexOf(""-"") + 1),(0 - 4))",17.0,87190.0,Success,"name.Substr((name.IndexOf(""-"") + 1),(0 - 4))",18.0,87190.0,phone-7.sl,Success,"name.Substr((name.IndexOf(""-"") + 1),(0 - 4))",24.0,234712.0,Success,"name.Substr((name.IndexOf(""-"") + 1),(0 - 4))",22.0,234712.0
phone-8.sl,Success,"name.Substr((0 - 3),name.Length())",3.0,21132.0,Success,"name.Substr((0 - 3),name.Length())",4.0,21132.0,phone-8.sl,Success,"name.Substr((0 - 3),name.Length())",1.0,18610.0,Success,"name.Substr((0 - 3),name.Length())",1.0,18610.0,phone-8.sl,Success,"name.Substr((0 - 3),name.Length())",2.0,18951.0,Success,"name.Substr((0 - 3),name.Length())",2.0,18951.0,phone-8.sl,Success,"name.Substr((0 - 3),name.Length())",9.0,52425.0,Success,"name.Substr((0 - 3),name.Length())",8.0,52425.0,phone-8.sl,Success,"name.Substr((0 - 3),name.Length())",2.0,18991.0,Success,"name.Substr((0 - 3),name.Length())",2.0,18991.0
phone-9.sl,Success,"name.Substr(1,name.Length()).replace("" "", ""."").replace(""-"", ""."").replace(""-"", ""."")",316.0,6737853.0,Success,"name.Substr(1,name.Length()).replace("" "", ""."").replace(""-"", ""."").replace(""-"", ""."")",311.0,6737853.0,phone-9.sl,Success,"name.Substr(1,name.Length()).replace(""-"", ""."").replace("" "", ""."").replace(""-"", ""."")",469.0,10610861.0,Success,"name.Substr(1,name.Length()).replace(""-"", ""."").replace("" "", ""."").replace(""-"", ""."")",442.0,10610861.0,phone-9.sl,Success,"name.Substr(1,name.Length()).replace(""-"", ""."").replace(""-"", ""."").replace("" "", ""."")",259.0,5030643.0,Success,"name.Substr(1,name.Length()).replace(""-"", ""."").replace(""-"", ""."").replace("" "", ""."")",244.0,5030643.0,phone-9.sl,Success,"name.Substr(1,name.Length()).replace("" "", ""."").replace(""-"", ""."").replace(""-"", ""."")",236.0,4720671.0,Success,"name.Substr(1,name.Length()).replace("" "", ""."").replace(""-"", ""."").replace(""-"", ""."")",231.0,4720671.0,phone-9.sl,Success,"name.Substr(1,name.Length()).replace(""-"", ""."").replace("" "", ""."").replace(""-"", ""."")",503.0,10184037.0,Success,"name.Substr(1,name.Length()).replace(""-"", ""."").replace("" "", ""."").replace(""-"", ""."")",468.0,10184037.0
phone.sl,Success,"name.Substr(0,3)",0.0,365.0,Success,"name.Substr(0,3)",0.0,365.0,phone.sl,Success,"name.Substr(0,3)",0.0,368.0,Success,"name.Substr(0,3)",1.0,368.0,phone.sl,Success,"name.Substr(0,3)",0.0,368.0,Success,"name.Substr(0,3)",0.0,368.0,phone.sl,Success,"name.Substr(0,3)",0.0,364.0,Success,"name.Substr(0,3)",0.0,364.0,phone.sl,Success,"name.Substr(0,3)",0.0,361.0,Success,"name.Substr(0,3)",0.0,361.0
remove-file-extension-from-filename.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("".""))",0.0,982.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("".""))",1.0,982.0,remove-file-extension-from-filename.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("".""))",1.0,1191.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("".""))",2.0,1191.0,remove-file-extension-from-filename.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("".""))",1.0,950.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("".""))",1.0,950.0,remove-file-extension-from-filename.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("".""))",1.0,1136.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("".""))",1.0,1136.0,remove-file-extension-from-filename.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("".""))",1.0,1078.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("".""))",1.0,1078.0
remove-leading-and-trailing-spaces-from-text.sl,Success,"_arg_0.replace(concat("" "", "" ""), """").replace(concat("" "", "" ""), "" "")",22.0,54164.0,Success,"_arg_0.replace(concat("" "", "" ""), """").replace(concat("" "", "" ""), "" "")",22.0,54164.0,remove-leading-and-trailing-spaces-from-text.sl,Success,"_arg_0.replace(concat("" "", "" ""), """").replace(concat("" "", "" ""), "" "")",31.0,122745.0,Success,"_arg_0.replace(concat("" "", "" ""), """").replace(concat("" "", "" ""), "" "")",31.0,122745.0,remove-leading-and-trailing-spaces-from-text.sl,Success,"_arg_0.replace(concat("" "", "" ""), """").replace(concat("" "", "" ""), "" "")",26.0,68365.0,Success,"_arg_0.replace(concat("" "", "" ""), """").replace(concat("" "", "" ""), "" "")",23.0,68365.0,remove-leading-and-trailing-spaces-from-text.sl,Success,"_arg_0.replace(concat("" "", "" ""), """").replace(concat("" "", "" ""), "" "")",27.0,67971.0,Success,"_arg_0.replace(concat("" "", "" ""), """").replace(concat("" "", "" ""), "" "")",26.0,67971.0,remove-leading-and-trailing-spaces-from-text.sl,Success,"_arg_0.replace(concat("" "", "" ""), """").replace(concat("" "", "" ""), "" "")",30.0,127217.0,Success,"_arg_0.replace(concat("" "", "" ""), """").replace(concat("" "", "" ""), "" "")",28.0,127217.0
remove-text-by-matching.sl,Success,"_arg_0.replace(""-"", """").replace(""-"", """")",4.0,6411.0,Success,"_arg_0.replace(""-"", """").replace(""-"", """")",4.0,6411.0,remove-text-by-matching.sl,Success,"_arg_0.replace(""-"", """").replace(""-"", """")",6.0,10968.0,Success,"_arg_0.replace(""-"", """").replace(""-"", """")",6.0,10968.0,remove-text-by-matching.sl,Success,"_arg_0.replace(""-"", """").replace(""-"", """")",6.0,10052.0,Success,"_arg_0.replace(""-"", """").replace(""-"", """")",7.0,10052.0,remove-text-by-matching.sl,Success,"_arg_0.replace(""-"", """").replace(""-"", """")",4.0,7657.0,Success,"_arg_0.replace(""-"", """").replace(""-"", """")",4.0,7657.0,remove-text-by-matching.sl,Success,"_arg_0.replace(""-"", """").replace(""-"", """")",4.0,5443.0,Success,"_arg_0.replace(""-"", """").replace(""-"", """")",4.0,5443.0
remove-text-by-position.sl,Success,"_arg_0.Substr(((1 + 1) * (_arg_0.IndexOf(""/"",((1 + 1) + 1)) + -1)),_arg_0.Length())",39.0,249512.0,Success,"_arg_0.Substr(((1 + 1) * (_arg_0.IndexOf(""/"",((1 + 1) + 1)) + -1)),_arg_0.Length())",44.0,249512.0,remove-text-by-position.sl,Success,"_arg_0.Substr(((-1 + -1) * (1 - _arg_0.IndexOf(""/"",(1 - (-1 + -1))))),_arg_0.Length())",58.0,792945.0,Success,"_arg_0.Substr(((-1 + -1) * (1 - _arg_0.IndexOf(""/"",(1 - (-1 + -1))))),_arg_0.Length())",59.0,792945.0,remove-text-by-position.sl,Success,"_arg_0.Substr(((1 + 1) * (_arg_0.IndexOf(""/"",((1 + 1) + 1)) + -1)),_arg_0.Length())",42.0,542912.0,Success,"_arg_0.Substr(((1 + 1) * (_arg_0.IndexOf(""/"",((1 + 1) + 1)) + -1)),_arg_0.Length())",40.0,542912.0,remove-text-by-position.sl,Success,"_arg_0.Substr(((-1 + -1) * (1 - _arg_0.IndexOf(""/"",(1 - (-1 + -1))))),_arg_0.Length())",61.0,1027147.0,Success,"_arg_0.Substr(((-1 + -1) * (1 - _arg_0.IndexOf(""/"",(1 - (-1 + -1))))),_arg_0.Length())",58.0,1027147.0,remove-text-by-position.sl,Success,"_arg_0.Substr(((1 - _arg_0.IndexOf(""/"",(1 - (-1 + -1)))) * (-1 + -1)),_arg_0.Length())",59.0,886086.0,Success,"_arg_0.Substr(((1 - _arg_0.IndexOf(""/"",(1 - (-1 + -1)))) * (-1 + -1)),_arg_0.Length())",59.0,886086.0
remove-unwanted-characters.sl,Success,"_arg_0.replace(_arg_1.lower(), """").replace(_arg_1.lower(), """")",16.0,31248.0,Success,"_arg_0.replace(_arg_1.lower(), """").replace(_arg_1.lower(), """")",16.0,31248.0,remove-unwanted-characters.sl,Success,"_arg_0.replace(_arg_1.lower(), """").replace(_arg_1.lower(), """")",31.0,89286.0,Success,"_arg_0.replace(_arg_1.lower(), """").replace(_arg_1.lower(), """")",31.0,89286.0,remove-unwanted-characters.sl,Success,"_arg_0.replace(_arg_1.lower(), """").replace(_arg_1.lower(), """")",26.0,59196.0,Success,"_arg_0.replace(_arg_1.lower(), """").replace(_arg_1.lower(), """")",24.0,59196.0,remove-unwanted-characters.sl,Success,"_arg_0.replace(_arg_1.lower(), """").replace(_arg_1.lower(), """")",29.0,76550.0,Success,"_arg_0.replace(_arg_1.lower(), """").replace(_arg_1.lower(), """")",27.0,76550.0,remove-unwanted-characters.sl,Success,"_arg_0.replace(_arg_1.lower(), """").replace(_arg_1.upper(), """")",102.0,1043174.0,Success,"_arg_0.replace(_arg_1.lower(), """").replace(_arg_1.upper(), """")",103.0,1043174.0
replace-one-character-with-another.sl,Success,"_arg_0.replace("" "", ""-"").replace("" "", ""-"")",1.0,2295.0,Success,"_arg_0.replace("" "", ""-"").replace("" "", ""-"")",1.0,2295.0,replace-one-character-with-another.sl,Success,"_arg_0.replace("" "", ""-"").replace("" "", ""-"")",2.0,3616.0,Success,"_arg_0.replace("" "", ""-"").replace("" "", ""-"")",2.0,3616.0,replace-one-character-with-another.sl,Success,"_arg_0.replace("" "", ""-"").replace("" "", ""-"")",2.0,3604.0,Success,"_arg_0.replace("" "", ""-"").replace("" "", ""-"")",2.0,3604.0,replace-one-character-with-another.sl,Success,"_arg_0.replace("" "", ""-"").replace("" "", ""-"")",2.0,2942.0,Success,"_arg_0.replace("" "", ""-"").replace("" "", ""-"")",2.0,2942.0,replace-one-character-with-another.sl,Success,"_arg_0.replace("" "", ""-"").replace("" "", ""-"")",2.0,2672.0,Success,"_arg_0.replace("" "", ""-"").replace("" "", ""-"")",2.0,2672.0
reverse-name.sl,Success,"concat(lastname, concat("" "", firstname))",1.0,418.0,Success,"concat(lastname, concat("" "", firstname))",0.0,418.0,reverse-name.sl,Success,"concat(lastname, concat("" "", firstname))",0.0,376.0,Success,"concat(lastname, concat("" "", firstname))",0.0,376.0,reverse-name.sl,Success,"concat(lastname, concat("" "", firstname))",0.0,343.0,Success,"concat(lastname, concat("" "", firstname))",0.0,343.0,reverse-name.sl,Success,"concat(lastname, concat("" "", firstname))",1.0,653.0,Success,"concat(lastname, concat("" "", firstname))",1.0,653.0,reverse-name.sl,Success,"concat(lastname, concat("" "", firstname))",1.0,387.0,Success,"concat(lastname, concat("" "", firstname))",0.0,387.0
